"ID",Gênero ,Raça,Idade,"Nível de escolaridade
",Situação Profissional ,"Possui filhos?  (Insira o número, no caso de não possuir colocar o número zero)",Renda,Muito obrigado por fazer parte da nossa pesquisa utilize este espaço para deixar seus comentários e sugestões 
328,Feminino,Branca,25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302,
329,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Estudante,0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
330,Masculino,Branca,50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),3,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
331,Feminino,Branca,18–24 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
332,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Estudante,0,Não possuo renda,
333,Masculino,Branca,25–49 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),3,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
334,Feminino,Negra ( pretos e pardos),65 anos ou mais,Fundamental (completo ou incompleto),Aposentado,4,Até 1 salário mínimo:  R$ 1.302,
335,Masculino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
336,Feminino,Branca,25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
337,Feminino,Branca,18–24 anos,Graduação (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302,
338,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Desempregado,2,Não possuo renda,
339,Masculino,Branca,18–24 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
340,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
341,Masculino,Negra ( pretos e pardos),18–24 anos,Graduação (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302,
342,Masculino,Branca,25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
343,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Estudante,0,Não possuo renda,
344,Feminino,Branca,50–64 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 3 a 5 salários mínimos: R$ 3.906 a R$ 6.510,
345,Masculino,Branca,25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
346,Feminino,Negra ( pretos e pardos),18–24 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,Até 1 salário mínimo:  R$ 1.302,
347,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
348,Feminino,Negra ( pretos e pardos),18–24 anos,Ensino Médio ou Técnico (completo ou incompleto),Estudante,0,Não possuo renda,
349,Feminino,Branca,25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
350,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Estudante,1,Até 1 salário mínimo:  R$ 1.302,
351,Feminino,Negra ( pretos e pardos),18–24 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
352,Masculino,Branca,Menor que 18 anos,Ensino Médio ou Técnico (completo ou incompleto),Estudante,0,Não possuo renda,
353,Feminino,Branca,25–49 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
354,Feminino,Branca,50–64 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 5 a 10 salários mínimos: R$ 6.510 a R$ 13.020,
355,Feminino,Negra ( pretos e pardos),65 anos ou mais,Ensino Médio ou Técnico (completo ou incompleto),Aposentado,4,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
356,Masculino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,Até 1 salário mínimo:  R$ 1.302,
357,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,Até 1 salário mínimo:  R$ 1.302,
358,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Desempregado,0,Não possuo renda,
359,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,Até 1 salário mínimo:  R$ 1.302,
360,Masculino,Branca,18–24 anos,Graduação (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302,
361,Feminino,Negra ( pretos e pardos),18–24 anos,Graduação (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302,
362,Masculino,Negra ( pretos e pardos),50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),3,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
363,Feminino,Negra ( pretos e pardos),65 anos ou mais,Fundamental (completo ou incompleto),Aposentado,3,Até 1 salário mínimo:  R$ 1.302,
364,Feminino,Branca,25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
365,Masculino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Motorista de Aplicativo,2,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
366,Feminino,Negra ( pretos e pardos),18–24 anos,Graduação (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302,
367,Masculino,Negra ( pretos e pardos),18–24 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
368,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Estudante,0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
369,Masculino,Negra ( pretos e pardos),18–24 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
370,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Estudante,0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
371,Feminino,Branca,25–49 anos,Graduação (completo ou incompleto),Estudante,0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
372,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302,
373,Masculino,Branca,25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,Até 1 salário mínimo:  R$ 1.302,
374,Feminino,Negra ( pretos e pardos),65 anos ou mais,Ensino Médio ou Técnico (completo ou incompleto),Aposentado,3,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
375,Masculino,Branca,50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
376,Masculino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302,
377,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Estudante,0,Não possuo renda,
378,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Estudante,0,Não possuo renda,
379,Feminino,Branca,65 anos ou mais,Fundamental (completo ou incompleto),Aposentado,2,Até 1 salário mínimo:  R$ 1.302,
380,Masculino,Branca,50–64 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
381,Feminino,Branca,25–49 anos,Graduação (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302,
382,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302,
383,Feminino,Negra ( pretos e pardos),50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),3,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
384,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302,
385,Masculino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),1,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
386,Masculino,Branca,25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
387,Feminino,Negra ( pretos e pardos),65 anos ou mais,Ensino Médio ou Técnico (completo ou incompleto),Aposentado,3,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
388,Masculino,Branca,25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
389,Masculino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Estudante,0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
390,Masculino,Branca,50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),3,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
391,Masculino,Branca,65 anos ou mais,Ensino Médio ou Técnico (completo ou incompleto),Aposentado,3,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
392,Feminino,Negra ( pretos e pardos),18–24 anos,Graduação (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302,
393,Masculino,Negra ( pretos e pardos),50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
394,Feminino,Negra ( pretos e pardos),18–24 anos,Graduação (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302,
395,Masculino,Negra ( pretos e pardos),50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),4,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
396,Feminino,Branca,25–49 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
397,Feminino,Negra ( pretos e pardos),65 anos ou mais,Fundamental (completo ou incompleto),Aposentado,2,Até 1 salário mínimo:  R$ 1.302,
398,Feminino,Negra ( pretos e pardos),18–24 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
399,Feminino,Branca,50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),1,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
400,Masculino,Branca,25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
401,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
402,Feminino,Negra ( pretos e pardos),18–24 anos,Graduação (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302,
403,Feminino,Branca,25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
404,Masculino,Negra ( pretos e pardos),18–24 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,Até 1 salário mínimo:  R$ 1.302,
405,Feminino,Negra ( pretos e pardos),65 anos ou mais,Fundamental (completo ou incompleto),Aposentado,3,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
406,Masculino,Branca,50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),1,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
407,Masculino,Negra ( pretos e pardos),18–24 anos,Graduação (completo ou incompleto),Estudante,0,Não possuo renda,
408,Feminino,Negra ( pretos e pardos),65 anos ou mais,Ensino Médio ou Técnico (completo ou incompleto),Aposentado,5,Até 1 salário mínimo:  R$ 1.302,
409,Feminino,Negra ( pretos e pardos),18–24 anos,Graduação (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302,
410,Feminino,Branca,18–24 anos,Graduação (completo ou incompleto),Estudante,0,Não possuo renda,
411,Feminino,Negra ( pretos e pardos),18–24 anos,Graduação (completo ou incompleto),Estudante,0,Não possuo renda,
412,Feminino,Branca,25–49 anos,Graduação (completo ou incompleto),Estudante,1,Até 1 salário mínimo:  R$ 1.302,
413,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Estudante,0,Não possuo renda,
414,Masculino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
415,Feminino,Negra ( pretos e pardos),18–24 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
416,Feminino,Branca,50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),1,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
417,Feminino,Branca,65 anos ou mais,Ensino Médio ou Técnico (completo ou incompleto),Aposentado,4,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
418,Masculino,Negra ( pretos e pardos),18–24 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,Até 1 salário mínimo:  R$ 1.302,
419,Feminino,Negra ( pretos e pardos),50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
420,Feminino,Negra ( pretos e pardos),50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,Até 1 salário mínimo:  R$ 1.302,
421,Feminino,Branca,50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,Até 1 salário mínimo:  R$ 1.302,
422,Masculino,Negra ( pretos e pardos),18–24 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
423,Feminino,Branca,50–64 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),3,De 3 a 5 salários mínimos: R$ 3.906 a R$ 6.510,
424,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,Até 1 salário mínimo:  R$ 1.302,
425,Masculino,Branca,25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),1,De 3 a 5 salários mínimos: R$ 3.906 a R$ 6.510,
426,Masculino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
427,Feminino,Negra ( pretos e pardos),18–24 anos,Graduação (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302,
428,Feminino,Branca,50–64 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 3 a 5 salários mínimos: R$ 3.906 a R$ 6.510,
429,Feminino,Branca,18–24 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
430,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),3,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
431,Feminino,Negra ( pretos e pardos),65 anos ou mais,Ensino Médio ou Técnico (completo ou incompleto),Aposentado,4,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
432,Masculino,Negra ( pretos e pardos),18–24 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
433,Feminino,Branca,25–49 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
434,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
435,Feminino,Branca,25–49 anos,Graduação (completo ou incompleto),Estudante,0,Não possuo renda,
436,Masculino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
437,Feminino,Negra ( pretos e pardos),18–24 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,Até 1 salário mínimo:  R$ 1.302,
438,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Estudante,2,Até 1 salário mínimo:  R$ 1.302,
439,Masculino,Branca,50–64 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),1,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
440,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
441,Masculino,Branca,50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),3,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
442,Feminino,Branca,25–49 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
443,Masculino,Branca,25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),1,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
444,Feminino,Negra ( pretos e pardos),18–24 anos,Graduação (completo ou incompleto),Estudante,0,Não possuo renda,
445,Feminino,Branca,50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
446,Masculino,Branca,50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
447,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,Até 1 salário mínimo:  R$ 1.302,
448,Feminino,Negra ( pretos e pardos),50–64 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
449,Masculino,Branca,50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
450,Masculino,Branca,25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
451,Masculino,Branca,50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Motorista de Aplicativo,2,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
452,Feminino,Negra ( pretos e pardos),18–24 anos,Ensino Médio ou Técnico (completo ou incompleto),Desempregado,2,Não possuo renda,
453,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,Até 1 salário mínimo:  R$ 1.302,
454,Feminino,Branca,50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 3 a 5 salários mínimos: R$ 3.906 a R$ 6.510,
455,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 3 a 5 salários mínimos: R$ 3.906 a R$ 6.510,
456,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302,
457,Feminino,Negra ( pretos e pardos),18–24 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
458,Masculino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),1,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
459,Masculino,Branca,25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,Até 1 salário mínimo:  R$ 1.302,
460,Feminino,Branca,65 anos ou mais,Ensino Médio ou Técnico (completo ou incompleto),Aposentado,4,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
461,Feminino,Branca,Menor que 18 anos,Ensino Médio ou Técnico (completo ou incompleto),Estudante,0,Não possuo renda,
462,Feminino,Branca,18–24 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
463,Masculino,Negra ( pretos e pardos),65 anos ou mais,Ensino Médio ou Técnico (completo ou incompleto),Aposentado,3,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
464,Feminino,Branca,50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,Até 1 salário mínimo:  R$ 1.302,
465,Feminino,Negra ( pretos e pardos),50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
466,Masculino,Negra ( pretos e pardos),50–64 anos,Fundamental (completo ou incompleto),Desempregado,2,Não possuo renda,
467,Feminino,Negra ( pretos e pardos),50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),1,Até 1 salário mínimo:  R$ 1.302,
468,Masculino,Branca,18–24 anos,Graduação (completo ou incompleto),Estudante,0,Não possuo renda,
469,Masculino,Branca,50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Motorista de Aplicativo,2,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
470,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
471,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,Até 1 salário mínimo:  R$ 1.302,
472,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
473,Masculino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302,
474,Feminino,Negra ( pretos e pardos),50–64 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),3,De 3 a 5 salários mínimos: R$ 3.906 a R$ 6.510,
475,Masculino,Negra ( pretos e pardos),50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
476,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),1,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
477,Feminino,Branca,18–24 anos,Graduação (completo ou incompleto),Estudante,0,Até 1 salário mínimo:  R$ 1.302,
478,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
479,Masculino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Estudante,0,Não possuo renda,
480,Masculino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),1,Até 1 salário mínimo:  R$ 1.302,
481,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,Até 1 salário mínimo:  R$ 1.302,
482,Masculino,Negra ( pretos e pardos),50–64 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
483,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Estudante,1,Até 1 salário mínimo:  R$ 1.302,
484,Feminino,Negra ( pretos e pardos),25–49 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 3 a 5 salários mínimos: R$ 3.906 a R$ 6.510,Não tem como depender de ônibus com crianças em casa
485,Masculino,Branca,25–49 anos,Graduação (completo ou incompleto),Estudante,0,Não possuo renda,
486,Feminino,Negra ( pretos e pardos),18–24 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,Até 1 salário mínimo:  R$ 1.302,
487,Masculino,Branca,65 anos ou mais,Ensino Médio ou Técnico (completo ou incompleto),Aposentado,5,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
488,Feminino,Negra ( pretos e pardos),65 anos ou mais,Fundamental (completo ou incompleto),Aposentado,4,Até 1 salário mínimo:  R$ 1.302,
489,Masculino,Branca,25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Motorista de Aplicativo,1,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,
490,Feminino,Negra ( pretos e pardos),50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),3,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,
